name,description,height,weight,gender,category,abilities,type,weakness
Solrock,Sunlight is the source of Solrock's power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,"3' 11""",339.5 lbs,"
    Unknown
                ",Meteorite,Levitate,"Rock,Psychic","Steel,Ghost,Water,Dark,Grass,Bug,Ground"
Barboach,Its whiskers are filled with nerves. They can sense smells and flavors just as a person's nose or tongue would.,"1' 04""",4.2 lbs,,Whiskers,Oblivious,"Water,Ground",Grass
Whiscash,Its vision is not that good. It senses vibrations in the water with its whiskers to determine the location of its prey.,"2' 11""",52.0 lbs,,Whiskers,Oblivious,"Water,Ground",Grass
Corphish,It can adapt very well to its environment. Feebas and Corphish are about the only Pokémon to live in stagnant ditches.,"2' 00""",25.4 lbs,,Ruffian,Shell Armor,Water,"Grass,Electric"
Crawdaunt,"Its pincers often fall off. Unlike with Crabrawler or Clauncher, the meat in its claws is utterly nasty and stinking.","3' 07""",72.3 lbs,,Rogue,Shell Armor,"Water,Dark","Fairy,Grass,Electric,Fighting,Bug"
Baltoy,"When they find others of their kind, they cry out loudly and gather together. Large numbers of them can be found in old graveyards.","1' 08""",47.4 lbs,"
    Unknown
                ",Clay Doll,Levitate,"Ground,Psychic","Ghost,Water,Ice,Dark,Grass,Bug"
Claydol,The ancient people who made it apparently modeled it after something that descended from the sky. It fires beams from both arms.,"4' 11""",238.1 lbs,"
    Unknown
                ",Clay Doll,Levitate,"Ground,Psychic","Ghost,Water,Ice,Dark,Grass,Bug"
Lileep,It sticks to rocks with its powerful suckers and can't be washed away no matter how rough the surf gets.,"3' 03""",52.5 lbs,,Sea Lily,Suction Cups,"Rock,Grass","Steel,Ice,Fighting,Bug"
Cradily,This carnivorous Pokémon lived in primordial seas. It catches prey in its eight tentacles and dissolves them with digestive fluid as it eats.,"4' 11""",133.2 lbs,,Barnacle,Suction Cups,"Rock,Grass","Steel,Ice,Fighting,Bug"
Anorith,"This is one kind of primeval bug Pokémon. With eight wings, it could apparently swim a lot faster than you'd expect.","2' 04""",27.6 lbs,,Old Shrimp,Battle Armor,"Rock,Bug","Steel,Water,Rock"
Armaldo,Armaldo adapted from living in water to living on land. It has been determined that it is the ancestor of some bug Pokémon.,"4' 11""",150.4 lbs,,Plate,Battle Armor,"Rock,Bug","Steel,Water,Rock"
Feebas,"Because of its wretched appearance, most people pay it no attention, but there are some who collect Feebas—and Feebas alone!","2' 00""",16.3 lbs,,Fish,Oblivious,Water,"Grass,Electric"
Milotic,Its dwelling place is the bottom of big lakes. Those who behold its loveliness are said to have their hearts purified.,"20' 04""",357.1 lbs,,Tender,Marvel Scale,Water,"Grass,Electric"
Castform,"Its form changes depending on the weather. The rougher conditions get, the rougher Castform's disposition!","1' 00""",1.8 lbs,,Weather,Forecast,Normal,Fighting
Kecleon,"Its color changes for concealment and also when its mood or health changes. The darker the color, the healthier it is.","3' 03""",48.5 lbs,,Color Swap,Color Change,Normal,Fighting
Shuppet,"There's a proverb that says, ""Shun the house where Shuppet gather in the growing dusk"".","2' 00""",5.1 lbs,,Puppet,Insomnia,Ghost,"Ghost,Dark"
Banette,"Resentment at being cast off made it spring into being. Some say that treating it well will satisfy it, and it will once more become a stuffed toy.","3' 07""",27.6 lbs,,Marionette,Insomnia,Ghost,"Ghost,Dark"
Duskull,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,"2' 07""",33.1 lbs,,Requiem,Levitate,Ghost,"Ghost,Dark"
Dusclops,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops's bidding.","5' 03""",67.5 lbs,,Beckon,Pressure,Ghost,"Ghost,Dark"
Tropius,"Bunches of delicious fruit grow around its neck. In warm areas, many ranches raise Tropius.","6' 07""",220.5 lbs,,Fruit,Chlorophyll,"Grass,Flying","Fire,Flying,Ice,Poison,Rock"
Chimecho,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.","2' 00""",2.2 lbs,,Wind Chime,Levitate,Psychic,"Ghost,Dark,Bug"
Absol,"The elderly call it the disaster Pokémon and detest it, but interest in its power to predict disasters is on the rise.","3' 11""",103.6 lbs,,Disaster,Pressure,Dark,"Fairy,Bug,Fighting"
Wynaut,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.","2' 00""",30.9 lbs,,Bright,Shadow Tag,Psychic,"Ghost,Dark,Bug"
Snorunt,Rich people from cold areas all share childhood memories of playing with Snorunt.,"2' 04""",37.0 lbs,,Snow Hat,Inner Focus,Ice,"Fire,Steel,Fighting,Rock"
Glalie,Its actual body is a rock that isn't particularly hard. Glalie absorbs moisture from the air and drapes itself in an armor of ice.,"4' 11""",565.5 lbs,,Face,Inner Focus,Ice,"Fire,Steel,Fighting,Rock"
Spheal,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.","2' 07""",87.1 lbs,,Clap,Thick Fat,"Ice,Water","Grass,Electric,Fighting,Rock"
Sealeo,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object's aroma and texture to determine whether it likes the object or not.","3' 07""",193.1 lbs,,Ball Roll,Thick Fat,"Ice,Water","Grass,Electric,Fighting,Rock"
Walrein,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.","4' 07""",332.0 lbs,,Ice Break,Thick Fat,"Ice,Water","Grass,Electric,Fighting,Rock"
Clamperl,Clamperl's pearls are exceedingly precious. They can be more than 10 times as costly as Shellder's pearls.,"1' 04""",115.7 lbs,,Bivalve,Shell Armor,Water,"Grass,Electric"
Huntail,"Deep seas are their habitat. According to tradition, when Huntail wash up onshore, something unfortunate will happen.","5' 07""",59.5 lbs,,Deep Sea,Swift Swim,Water,"Grass,Electric"
Gorebyss,"It sucks bodily fluids out of its prey. The leftover meat sinks to the seafloor, where it becomes food for other Pokémon.","5' 11""",49.8 lbs,,South Sea,Swift Swim,Water,"Grass,Electric"
Relicanth,The reason it hasn't changed at all in a hundred million years is that it's apparently already a perfect life-form.,"3' 03""",51.6 lbs,,Longevity,Rock Head,"Water,Rock","Grass,Electric,Fighting,Ground"
Luvdisc,Luvdisc makes its home in coral reefs in warm seas. It especially likes sleeping in the space between Corsola's branches.,"2' 00""",19.2 lbs,,Rendezvous,Swift Swim,Water,"Grass,Electric"
Bagon,Some theories suggest that its behavior of forcefully bashing its head into things stimulates cells that affect its evolution.,"2' 00""",92.8 lbs,,Rock Head,Rock Head,Dragon,"Fairy,Ice,Dragon"
Shelgon,"Shelgon lives deep within caves. It stays shut up in its hard shell, dreaming of the day it will be able to fly.","3' 07""",243.6 lbs,,Endurance,Rock Head,Dragon,"Fairy,Ice,Dragon"
Salamence,"Thanks to its fervent wishes, the cells in its body finally mutated, and at last it has its heart's desire—wings.","4' 11""",226.2 lbs,,Dragon,Intimidate,"Dragon,Flying","Fairy,Dragon,Ice,Rock"
Beldum,"If you anger it, it will do more than rampage. It will also burst out strong magnetism, causing nearby machines to break.","2' 00""",209.9 lbs,"
    Unknown
                ",Iron Ball,Clear Body,"Steel,Psychic","Ghost,Fire,Dark,Ground"
Metang,"It flies at high speeds around the skies. When it finds its prey, Metang takes a firm grip with its sharp claws and never lets go.","3' 11""",446.4 lbs,"
    Unknown
                ",Iron Claw,Clear Body,"Steel,Psychic","Ghost,Fire,Dark,Ground"
Metagross,"It analyzes its opponents with more accuracy than a supercomputer, which enables it to calmly back them into a corner.","5' 03""",1212.5 lbs,"
    Unknown
                ",Iron Leg,Clear Body,"Steel,Psychic","Ghost,Fire,Dark,Ground"
Regirock,"Regirock's body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.","5' 07""",507.1 lbs,"
    Unknown
                ",Rock Peak,Clear Body,Rock,"Water,Steel,Grass,Fighting,Ground"
Regice,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.","5' 11""",385.8 lbs,"
    Unknown
                ",Iceberg,Clear Body,Ice,"Fire,Steel,Fighting,Rock"
Registeel,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,"6' 03""",451.9 lbs,"
    Unknown
                ",Iron,Clear Body,Steel,"Fire,Fighting,Ground"
Latias,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,"4' 07""",88.2 lbs,,Eon,Levitate,"Dragon,Psychic","Ghost,Ice,Dragon,Dark,Fairy,Bug"
Latios,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,"6' 07""",132.3 lbs,,Eon,Levitate,"Dragon,Psychic","Ghost,Ice,Dragon,Dark,Fairy,Bug"
Kyogre,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.","14' 09""",776.0 lbs,"
    Unknown
                ",Sea Basin,Drizzle,Water,"Grass,Electric"
Groudon,"Through Primal Reversion and with nature's full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.","11' 06""",2094.4 lbs,"
    Unknown
                ",Continent,Drought,Ground,"Water,Grass,Ice"
Rayquaza,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.","23' 00""",455.3 lbs,"
    Unknown
                ",Sky High,Air Lock,"Dragon,Flying","Fairy,Dragon,Ice,Rock"
Jirachi,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,"1' 00""",2.4 lbs,"
    Unknown
                ",Wish,Serene Grace,"Steel,Psychic","Ghost,Fire,Dark,Ground"
Deoxys,Deoxys emerged from a virus that came from space. It is highly intelligent and wields psychokinetic powers. This Pokémon shoots lasers from the crystalline organ on its chest.,"5' 07""",134.0 lbs,"
    Unknown
                ",DNA,Pressure,Psychic,"Ghost,Dark,Bug"
Turtwig,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.","1' 04""",22.5 lbs,,Tiny Leaf,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Grotle,It knows where pure water wells up. It carries fellow Pokémon there on its back.,"3' 07""",213.8 lbs,,Grove,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Torterra,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,"7' 03""",683.4 lbs,,Continent,Overgrow,"Grass,Ground","Fire,Flying,Bug,Ice"
Chimchar,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,"1' 08""",13.7 lbs,,Chimp,Blaze,Fire,"Water,Ground,Rock"
Monferno,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,"2' 11""",48.5 lbs,,Playful,Blaze,"Fire,Fighting","Water,Psychic,Flying,Ground"
Infernape,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,"3' 11""",121.3 lbs,,Flame,Blaze,"Fire,Fighting","Water,Psychic,Flying,Ground"
Piplup,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.","1' 04""",11.5 lbs,,Penguin,Torrent,Water,"Grass,Electric"
Prinplup,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,"2' 07""",50.7 lbs,,Penguin,Torrent,Water,"Grass,Electric"
Empoleon,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,"5' 07""",186.3 lbs,,Emperor,Torrent,"Water,Steel","Electric,Fighting,Ground"
Starly,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.","1' 00""",4.4 lbs,,Starling,Keen Eye,"Normal,Flying","Electric,Ice,Rock"
Staravia,It lives in forests and fields. Squabbles over territory occur when flocks collide.,"2' 00""",34.2 lbs,,Starling,Intimidate,"Normal,Flying","Electric,Ice,Rock"
Staraptor,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.","3' 11""",54.9 lbs,,Predator,Intimidate,"Normal,Flying","Electric,Ice,Rock"
Bidoof,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,"1' 08""",44.1 lbs,,Plump Mouse,Simple,Normal,Fighting
Bibarel,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,"3' 03""",69.4 lbs,,Beaver,Simple,"Normal,Water","Grass,Electric,Fighting"
Kricketot,"When its antennae hit each other, it sounds like the music of a xylophone.","1' 00""",4.9 lbs,,Cricket,Shed Skin,Bug,"Fire,Flying,Rock"
Kricketune,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,"3' 03""",56.2 lbs,,Cricket,Swarm,Bug,"Fire,Flying,Rock"
Shinx,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,"1' 08""",20.9 lbs,,Flash,Intimidate,Electric,Ground
Luxio,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,"2' 11""",67.2 lbs,,Spark,Intimidate,Electric,Ground
Luxray,Luxray's ability to see through objects comes in handy when it's scouting for danger.,"4' 07""",92.6 lbs,,Gleam Eyes,Intimidate,Electric,Ground
